ID,Latitude,Longitude,Day,Hour,Minute,Duration,RemainingTime,Resources,Coverage,Ligitimacy,OnPeakHours,GridNumber,Task_value
68,42.14193776678728,12.516366882737275,0,7,34,40,40,7,100,True,True,47,8
69,42.15209805922955,12.508190201480751,1,13,55,10,10,7,100,True,True,66,10
70,42.142822127059766,12.4676788906301,2,10,48,100,100,9,100,True,True,41,10
71,42.130468092184614,12.507384291633281,2,9,30,20,20,10,100,True,True,26,10
72,42.14809107916489,12.48959914672611,1,20,40,100,100,7,100,True,True,54,4
73,42.13082246061133,12.492085271322578,1,11,17,60,60,8,100,True,True,24,1
74,42.143123719465514,12.518810140314367,1,17,27,40,40,10,100,True,True,47,9
75,42.12876614995731,12.515006849487337,1,10,17,80,80,10,100,True,True,27,9
76,42.15141988458484,12.474371141578931,2,10,25,20,20,9,100,True,True,62,9
77,42.15348563151891,12.47172915152056,1,9,21,50,50,8,100,True,True,62,1
78,42.153989157393696,12.497363704005648,1,16,20,20,20,7,100,True,True,65,5
79,42.14864450087172,12.491261100175073,1,9,13,40,40,9,100,True,True,54,8
80,42.15275215226127,12.51674512147033,0,13,59,40,40,8,100,True,True,67,2
81,42.15658091422686,12.483401471854268,0,13,30,30,30,10,100,True,True,73,6
82,42.14673252868326,12.50852787989626,1,15,18,60,60,8,100,True,True,56,4
83,42.150591172810465,12.478239276462377,1,17,18,100,100,9,100,True,True,62,10
84,42.12205847506201,12.520529333887614,2,6,36,20,20,7,100,True,True,18,10
85,42.151812588660775,12.476972283476183,2,9,46,70,70,7,100,True,True,62,10
86,42.157192425536415,12.48447380820953,1,10,42,100,100,10,100,True,True,73,3
87,42.161204385492375,12.495026759330875,1,13,45,10,10,7,100,True,True,74,10
88,42.15004165544951,12.478578085569701,2,10,0,50,50,9,100,True,True,52,2
89,42.14612887663734,12.520774885887072,2,10,50,20,20,10,100,True,True,58,2
90,42.15262541917484,12.50638472493934,2,10,10,40,40,10,100,True,True,66,1
91,42.1590801868227,12.48857783468535,0,13,24,10,10,7,100,True,True,74,1
92,42.146924031349556,12.485854086385556,2,9,4,70,70,9,100,True,True,53,9
93,42.14208708629037,12.489910042733547,1,19,14,40,40,7,100,True,True,44,2
94,42.14806228455128,12.477513435352162,2,18,19,30,30,9,100,True,True,52,10
95,42.14739963601104,12.472798043386142,2,11,57,50,50,8,100,True,True,52,3
96,42.13261121615175,12.477048781914606,2,14,58,60,60,7,100,True,True,22,4
97,42.152637951717765,12.53646354576119,0,11,40,30,30,10,100,True,True,70,7
98,42.14788890388563,12.488049954365646,2,17,59,100,100,9,100,True,True,54,3
99,42.14873171410305,12.473920206740527,0,22,12,30,30,8,100,True,True,52,3
100,42.14962794418507,12.47947905863228,1,10,53,60,60,8,100,True,True,52,5
101,42.158178712171505,12.49755331262234,1,10,39,40,40,7,100,True,True,75,7
102,42.147691888365884,12.521724315231271,0,11,46,80,80,10,100,True,True,58,7
103,42.13500605501727,12.528649195040243,0,21,51,50,50,10,100,True,True,39,1
104,42.14015445984526,12.492370074306976,0,8,43,40,40,10,100,True,True,44,8
105,42.153185679937586,12.508399484827747,2,4,19,50,50,8,100,True,True,66,2
106,42.157512559356846,12.507881168148842,1,11,29,10,10,10,100,True,True,76,2
107,42.14487151431172,12.498928458743716,0,14,32,40,40,10,100,True,True,55,10
108,42.14861290037211,12.469181570141663,0,11,21,10,10,9,100,True,True,51,2
109,42.144512923862585,12.51738816737156,2,15,8,80,80,8,100,True,True,47,2
110,42.14383429509773,12.520249882346809,2,8,24,20,20,7,100,True,True,48,2
111,42.14154524233144,12.497243316939825,2,15,18,50,50,7,100,True,True,45,8
112,42.15696121618325,12.499935360548188,0,12,49,30,30,7,100,True,True,75,3
113,42.14730890704749,12.469193453090732,1,13,28,80,80,8,100,True,True,51,7
114,42.14971163322253,12.523134980427308,1,9,2,20,20,9,100,True,True,58,9
115,42.15740221691083,12.50546414116734,1,10,53,30,30,10,100,True,True,76,8
116,42.14981223685081,12.512775246466186,0,7,54,40,40,7,100,True,True,57,10
117,42.15751080322743,12.518064626227956,0,17,46,40,40,7,100,True,True,77,6
118,42.14253988776321,12.479401325701954,1,9,18,30,30,9,100,True,True,42,8
119,42.1450140778408,12.50101568306041,0,14,29,80,80,9,100,True,True,55,2
120,42.15281628865831,12.499021510256226,2,23,48,60,60,7,100,True,True,65,6
121,42.14351302790668,12.503184352400163,2,11,49,20,20,10,100,True,True,45,1
122,42.15137234558059,12.525247010612263,2,20,8,20,20,10,100,True,True,68,6
123,42.15354856864206,12.536889966630348,2,10,32,40,40,9,100,True,True,70,9
124,42.14649912856271,12.491261100175073,2,21,4,10,10,9,100,True,True,54,4
125,42.135770099254664,12.49349551033212,2,17,22,70,70,8,100,True,True,34,10
126,42.14741825079149,12.511412677496676,2,11,19,30,30,9,100,True,True,56,6
127,42.140315326732285,12.49840621902618,2,16,55,40,40,9,100,True,True,45,3
128,42.14661675353581,12.500884726739477,1,20,20,80,80,9,100,True,True,55,10
129,42.14438584986331,12.512561003627516,2,3,44,70,70,10,100,True,True,47,5
130,42.13372170268696,12.503524566837529,0,9,31,20,20,8,100,True,True,35,1
131,42.1474211515963,12.521047000249975,2,9,34,50,50,9,100,True,True,58,1
132,42.15829290512455,12.50768738489108,1,11,50,50,50,9,100,True,True,76,6
133,42.138011599093396,12.496468980258083,1,9,28,100,100,10,100,True,True,35,8
134,42.1478862442065,12.527497738015349,1,10,12,50,50,7,100,True,True,58,2
135,42.14316930440791,12.520831684261127,0,12,44,60,60,7,100,True,True,48,10
136,42.14916534814107,12.50279877083655,0,11,3,40,40,10,100,True,True,55,1
137,42.151792094332855,12.520737996172386,2,18,2,80,80,9,100,True,True,68,10
138,42.15197562169549,12.517628382274877,1,9,21,20,20,8,100,True,True,67,2
139,42.144110990101986,12.49032871974571,0,11,26,60,60,9,100,True,True,44,6
140,42.16188618051699,12.519564185399224,2,13,18,40,40,7,100,True,True,77,1
141,42.13410566813305,12.506403463616977,1,13,7,20,20,10,100,True,True,36,7
142,42.14162799118291,12.498957587939964,0,9,35,20,20,8,100,True,True,45,2
143,42.1505409261348,12.498478210481945,1,10,38,60,60,10,100,True,True,65,9
144,42.14472141751776,12.504614153710712,2,12,13,20,20,8,100,True,True,56,10
145,42.12691678298206,12.479440173530664,2,17,58,80,80,10,100,True,True,12,7
146,42.15143388164324,12.486919222094478,1,10,31,30,30,10,100,True,True,63,10
147,42.138876903895344,12.497913731596652,1,11,52,100,100,10,100,True,True,35,7
148,42.1511781639209,12.517991509219788,0,11,41,40,40,10,100,True,True,67,7
149,42.15061054069442,12.526923929359672,0,16,46,20,20,9,100,True,True,68,7
150,42.14721537806457,12.481426164815673,1,7,33,80,80,7,100,True,True,53,6
151,42.16127217379526,12.525076141600984,2,11,48,70,70,8,100,True,True,78,5
152,42.13369754781863,12.496633801492374,0,9,25,80,80,8,100,True,True,35,7
153,42.142882719073626,12.496943463430027,2,9,22,50,50,9,100,True,True,45,1
154,42.163662909094114,12.495023201253144,1,16,20,100,100,7,100,True,True,84,6
155,42.15648933402117,12.47946233762735,1,10,26,20,20,10,100,True,True,72,3
156,42.140443276545234,12.489253157615266,0,6,17,30,30,10,100,True,True,44,5
157,42.151474579158204,12.534056082253315,0,11,45,20,20,10,100,True,True,69,3
158,42.12869632861713,12.510951993785953,0,21,5,80,80,7,100,True,True,26,1
159,42.15210086742276,12.495070032196939,1,0,10,40,40,9,100,True,True,64,2
160,42.143949257577816,12.517133275210249,2,11,47,60,60,10,100,True,True,47,4
161,42.150860566536714,12.477511025092118,1,21,20,60,60,8,100,True,True,62,3
162,42.14876121443381,12.475979302272647,1,15,17,20,20,8,100,True,True,52,7
163,42.14331286841603,12.53485945875439,2,1,25,20,20,10,100,True,True,49,1
164,42.15254440767034,12.486014408186065,0,10,32,60,60,10,100,True,True,63,9
165,42.15703523873047,12.485278217317951,0,10,45,30,30,7,100,True,True,73,5
166,42.148706111333766,12.485256575763017,1,16,56,40,40,10,100,True,True,53,7
167,42.14752578517687,12.488752890560479,2,10,53,100,100,10,100,True,True,54,10
168,42.15450972317219,12.489313171282152,1,12,5,30,30,9,100,True,True,64,1
169,42.150651228059324,12.491012564082512,0,3,44,40,40,9,100,True,True,64,7
170,42.142608033840204,12.503715619306321,1,15,45,20,20,7,100,True,True,46,10
171,42.15862500081721,12.520376907769116,2,10,8,60,60,9,100,True,True,78,5
172,42.14512124383026,12.487461972808632,0,1,7,70,70,8,100,True,True,53,6
173,42.152823195166924,12.4957222871323,2,13,6,20,20,8,100,True,True,65,10
174,42.14863576900106,12.499323053452565,1,16,2,50,50,8,100,True,True,55,6
175,42.14937938485561,12.524854991439158,2,21,33,50,50,10,100,True,True,58,7
176,42.12350090003049,12.505056569505719,2,9,33,100,100,7,100,True,True,16,10
177,42.15043598019976,12.495199216211132,2,7,20,50,50,9,100,True,True,64,10
178,42.16348308527079,12.496090510898473,1,10,54,20,20,8,100,True,True,85,5
179,42.153162694784186,12.527577103023155,2,10,45,40,40,9,100,True,True,68,8
180,42.15608357380412,12.489640362270409,2,10,17,100,100,10,100,True,True,64,6
181,42.14968095911527,12.47357154784057,1,11,52,10,10,8,100,True,True,52,6
182,42.14865168972374,12.506565492562702,1,12,49,40,40,9,100,True,True,56,8
183,42.14693027164258,12.489771451479267,1,3,54,60,60,9,100,True,True,54,9
184,42.151751836013936,12.497498519932668,0,15,21,10,10,8,100,True,True,65,1
185,42.15504903323356,12.475929111722028,2,1,2,20,20,10,100,True,True,62,3
186,42.154352048732726,12.479357397505199,2,9,9,60,60,8,100,True,True,62,3
187,42.12426646939468,12.504921766140017,2,11,53,20,20,8,100,True,True,16,2
188,42.14239476523334,12.491353460386543,2,21,38,50,50,8,100,True,True,44,4
189,42.14567494976746,12.49675494336024,0,11,5,40,40,8,100,True,True,55,3
190,42.14313432497305,12.47252896312436,0,10,51,40,40,8,100,True,True,42,10
191,42.13102099691856,12.506790914148995,0,17,58,60,60,10,100,True,True,26,3
192,42.14335033831367,12.529065366535802,2,9,41,20,20,7,100,True,True,49,7
193,42.14115143328211,12.504151905560088,0,10,43,20,20,9,100,True,True,46,9
194,42.14783742665346,12.489224824577143,1,10,1,60,60,10,100,True,True,54,8
195,42.14911869757222,12.501180607574854,0,10,42,40,40,9,100,True,True,55,3
196,42.14975917804671,12.516056048382497,0,11,40,50,50,8,100,True,True,57,8
197,42.144067474177085,12.515746628004296,2,10,12,40,40,7,100,True,True,47,4
198,42.14402033698571,12.527201340754866,1,8,3,20,20,7,100,True,True,48,6
199,42.15091139791193,12.535093618843955,1,21,45,40,40,10,100,True,True,69,1
200,42.153577774907774,12.511612318129213,1,9,15,20,20,10,100,True,True,67,8
201,42.14671049741272,12.505908120384227,0,11,28,60,60,9,100,True,True,56,8
202,42.144646466032206,12.49103024439024,2,11,8,30,30,9,100,True,True,44,4
203,42.158625328799396,12.514200467769115,2,6,55,40,40,7,100,True,True,77,6
204,42.1507589542643,12.521127669996273,0,11,53,50,50,10,100,True,True,68,6
205,42.13540475619276,12.517505874379426,0,22,7,20,20,9,100,True,True,37,6
206,42.14486130716079,12.511446620798614,1,14,26,50,50,8,100,True,True,56,1
207,42.14070464951448,12.531885001558125,0,17,1,40,40,10,100,True,True,49,3
208,42.145517550550096,12.519747197661623,2,10,47,50,50,9,100,True,True,58,2
209,42.151078799092126,12.516130546050109,1,14,0,60,60,7,100,True,True,67,7
210,42.1401224704038,12.508781811866823,2,14,14,100,100,8,100,True,True,46,5
211,42.149723264899464,12.518067408743834,1,4,10,20,20,7,100,True,True,57,1
212,42.12540098467051,12.52006508402647,1,9,30,20,20,9,100,True,True,18,1
213,42.14109475962266,12.495146355937313,0,23,14,20,20,7,100,True,True,44,4
214,42.14792507389761,12.509294813892874,0,10,15,60,60,10,100,True,True,56,5
215,42.15610949766894,12.52816416015715,0,9,13,10,10,10,100,True,True,69,10
216,42.15231731375441,12.477562468229,1,15,24,40,40,9,100,True,True,62,7
217,42.13903225431479,12.467201107144932,1,18,5,70,70,7,100,True,True,41,4
218,42.154640432529426,12.506584779806337,1,10,31,60,60,10,100,True,True,66,10
219,42.148055593284575,12.511046701575282,1,16,13,40,40,7,100,True,True,56,6
220,42.13921873928048,12.504829738498499,0,13,38,30,30,9,100,True,True,46,5
221,42.14679125901674,12.526647023021273,2,12,59,40,40,8,100,True,True,58,1
222,42.155975526416725,12.489150788849788,1,10,44,50,50,8,100,True,True,64,4
223,42.13943782290759,12.473579147544493,0,16,37,60,60,8,100,True,True,42,3
224,42.14860985181032,12.502036612167075,1,11,0,20,20,8,100,True,True,55,2
225,42.14441909971598,12.494269910390397,1,11,20,50,50,8,100,True,True,44,2
226,42.147091934728685,12.517967451449515,1,10,17,20,20,9,100,True,True,57,7
227,42.1461716263058,12.49270539065925,0,9,20,50,50,8,100,True,True,54,5
228,42.13018438389753,12.520066605029855,0,2,8,20,20,10,100,True,True,28,8
229,42.144014865420004,12.493708346587155,0,9,49,40,40,10,100,True,True,44,7
230,42.13401080216904,12.506847335023025,2,11,23,70,70,10,100,True,True,36,2
231,42.15165151172586,12.517752600829011,1,11,51,10,10,7,100,True,True,67,4
232,42.148822167506815,12.536298665337085,2,16,1,20,20,10,100,True,True,60,9
233,42.14711335331507,12.496380514087631,2,17,8,100,100,8,100,True,True,55,10
234,42.147521801765095,12.518405843668264,2,14,1,30,30,7,100,True,True,57,2
235,42.15977783485639,12.471810820274847,1,9,28,20,20,9,100,True,True,72,5
236,42.13598549295098,12.517772792422617,1,0,32,100,100,10,100,True,True,37,3
237,42.145827372949476,12.477636373709608,0,3,58,20,20,8,100,True,True,52,7
238,42.15049056337406,12.511875755491992,0,15,30,40,40,7,100,True,True,67,6
239,42.14153960540624,12.491372940799646,0,10,28,100,100,7,100,True,True,44,4
240,42.1317061362988,12.46989196468948,0,10,23,40,40,8,100,True,True,21,2
241,42.14806048613901,12.472216229341912,0,17,49,20,20,9,100,True,True,52,10
242,42.143431427421355,12.496159568569022,0,9,4,40,40,9,100,True,True,45,8
243,42.1486709493607,12.50474781168793,0,11,44,60,60,10,100,True,True,56,8
244,42.142110630270345,12.497342856134958,2,11,53,40,40,7,100,True,True,45,1
245,42.15568549153666,12.526210867699529,0,9,3,20,20,10,100,True,True,68,8
246,42.12757542967927,12.495728577608052,2,10,2,50,50,10,100,True,True,25,8
247,42.140126868729716,12.54336352097031,1,17,14,80,80,7,100,True,True,50,9
248,42.15153733697619,12.496449086233412,0,11,43,70,70,9,100,True,True,65,7
249,42.15071699188981,12.502763920164917,2,10,19,70,70,7,100,True,True,65,6
250,42.12757542967927,12.491635204156768,1,9,40,100,100,10,100,True,True,24,4
251,42.145581650839695,12.506837305482911,1,9,0,40,40,10,100,True,True,56,6
252,42.14312839766439,12.512738142720602,0,9,9,100,100,9,100,True,True,47,2
253,42.152719138735016,12.467657416401357,0,14,44,20,20,7,100,True,True,61,8
254,42.15327260455483,12.494248565665643,2,13,21,30,30,10,100,True,True,64,10
255,42.14992722914411,12.496298926484553,0,10,15,60,60,7,100,True,True,55,9
256,42.13220181953258,12.509225303245124,2,10,27,30,30,8,100,True,True,26,4
257,42.15276012362758,12.534146457286893,2,2,11,60,60,8,100,True,True,69,7
258,42.1462711798068,12.48765184580676,0,3,28,80,80,10,100,True,True,54,5
259,42.1461710671279,12.527426018488818,0,10,12,30,30,7,100,True,True,58,9
260,42.14662706079967,12.508127897359136,2,9,7,10,10,9,100,True,True,56,8
261,42.14446828903736,12.495724803316184,0,13,35,40,40,9,100,True,True,45,7
262,42.147926091258526,12.508011410465544,1,15,24,100,100,8,100,True,True,56,5
263,42.16333520339165,12.519007565064022,2,11,24,40,40,7,100,True,True,87,3
264,42.14526119998287,12.490768458668086,0,10,51,20,20,7,100,True,True,54,4
265,42.13130101329449,12.472107999594083,2,4,32,30,30,7,100,True,True,22,6
266,42.152420195766226,12.52041889264715,0,16,16,40,40,10,100,True,True,68,5
267,42.15087893878526,12.511241548280765,0,4,31,60,60,9,100,True,True,66,10
268,42.15958017134191,12.52644216077589,1,16,49,30,30,8,100,True,True,78,2
269,42.15325667083639,12.505838443744251,2,21,34,40,40,8,100,True,True,66,4
270,42.13706341145791,12.501659397010187,2,12,8,70,70,8,100,True,True,35,9
271,42.14434354494858,12.532684502225385,2,15,39,60,60,9,100,True,True,49,5
272,42.141878506764,12.491781059069,0,18,21,10,10,9,100,True,True,44,2
273,42.152583957406684,12.492928810381665,0,14,24,20,20,7,100,True,True,64,2
274,42.15514645196008,12.469244094135034,1,17,35,40,40,8,100,True,True,61,3
275,42.15394254785836,12.501752076238972,2,3,16,20,20,10,100,True,True,65,5
276,42.13959470692499,12.472505402857898,2,12,10,40,40,9,100,True,True,42,2
277,42.159050594144794,12.479088742665624,1,10,27,40,40,9,100,True,True,72,1
278,42.155747601111344,12.463783866224498,0,20,41,100,100,7,100,True,True,61,3
279,42.133774301344914,12.522442583259744,0,12,13,50,50,7,100,True,True,38,6
280,42.162828511130265,12.491455230634003,0,11,54,60,60,9,100,True,True,84,10
281,42.15388348862461,12.475294781924237,2,11,40,60,60,7,100,True,True,62,3
282,42.14901489697485,12.512227508394727,0,1,21,30,30,7,100,True,True,57,3
283,42.13242053355586,12.498476312903568,0,6,18,60,60,8,100,True,True,25,7
284,42.161755655503505,12.50492382942814,1,12,2,80,80,7,100,True,True,76,8
285,42.1440567222104,12.509809402665358,1,15,26,40,40,9,100,True,True,46,5
286,42.14606503748901,12.534149097061439,2,14,37,70,70,8,100,True,True,59,3
287,42.14655711651461,12.50815224197676,1,9,2,70,70,9,100,True,True,56,9
288,42.156068789456576,12.492403059853809,2,10,18,40,40,8,100,True,True,64,1
289,42.151426973803275,12.506890939539192,2,17,56,40,40,7,100,True,True,66,7
290,42.15464750670497,12.505875356038809,1,11,17,10,10,9,100,True,True,66,10
291,42.1328813439692,12.474527597739552,2,13,21,40,40,8,100,True,True,22,7
292,42.14716992639064,12.471404397030595,2,13,50,20,20,7,100,True,True,51,10
293,42.14255574092765,12.46597817666081,1,16,8,70,70,9,100,True,True,41,8
294,42.14106077015499,12.501160142687114,0,14,57,50,50,10,100,True,True,45,6
295,42.15706668278438,12.517752154106637,1,15,56,20,20,10,100,True,True,77,10
296,42.15068524034211,12.518319948832152,1,18,12,20,20,8,100,True,True,67,10
297,42.146481775663005,12.475245177359758,1,9,23,20,20,9,100,True,True,52,7
298,42.14009497674195,12.502674896514588,0,11,51,10,10,7,100,True,True,45,7
299,42.15032129123156,12.48380062232491,1,9,52,70,70,8,100,True,True,53,10
300,42.150634968506246,12.525856894379837,2,5,25,30,30,8,100,True,True,68,5
301,42.151551192246416,12.492928810381665,2,3,48,20,20,7,100,True,True,64,8
302,42.14783632962778,12.476881948811908,2,11,5,20,20,9,100,True,True,52,1
303,42.13838346241908,12.494601578910245,0,11,59,30,30,8,100,True,True,34,7
304,42.15929204965663,12.517289875792406,2,4,44,60,60,8,100,True,True,77,8
305,42.14988744812754,12.529550718334683,1,11,31,40,40,8,100,True,True,59,8
306,42.149354331853196,12.503380415420347,1,9,29,70,70,8,100,True,True,55,10
307,42.14486491095921,12.490602822955388,1,15,24,30,30,9,100,True,True,54,5
308,42.14095441883084,12.532644243815374,1,0,1,30,30,9,100,True,True,49,9
309,42.142308120449144,12.499243533238973,2,9,25,50,50,8,100,True,True,45,2
310,42.147614714399985,12.484611210847708,2,10,25,20,20,9,100,True,True,53,9
311,42.1506741009495,12.508185775795772,2,16,42,50,50,8,100,True,True,66,9
312,42.149752362882275,12.49970086215744,1,19,58,40,40,9,100,True,True,55,2
313,42.15008186413168,12.523859532135683,2,11,41,30,30,7,100,True,True,58,10
314,42.143143056202604,12.52370091549379,1,7,43,10,10,8,100,True,True,48,2
315,42.15173728353957,12.525684598028253,2,5,50,70,70,8,100,True,True,68,6
316,42.14224690825994,12.494022456088294,0,11,9,40,40,10,100,True,True,44,7
317,42.15225399698057,12.481825296109346,0,11,54,10,10,9,100,True,True,63,3
318,42.158998792352456,12.496448995744146,2,9,54,10,10,7,100,True,True,75,9
319,42.14685620982419,12.489086484451098,0,22,38,20,20,10,100,True,True,54,2
320,42.14099976666332,12.495193773545065,2,10,16,30,30,9,100,True,True,44,9
321,42.14399126723611,12.479330021666451,0,10,45,20,20,10,100,True,True,42,10
322,42.14941151222922,12.500421532419498,2,10,48,80,80,7,100,True,True,55,6
323,42.15138335557013,12.492911545951271,2,12,13,20,20,7,100,True,True,64,9
324,42.15201073554131,12.468199105007006,1,8,21,10,10,10,100,True,True,61,5
325,42.15901042016206,12.50290604197479,2,9,54,10,10,8,100,True,True,75,6
326,42.153474788942326,12.474540700222853,2,9,45,30,30,10,100,True,True,62,8
327,42.152926437506444,12.491777342496698,0,11,44,40,40,10,100,True,True,64,9
328,42.14794165523876,12.505635445804067,1,9,6,100,100,9,100,True,True,56,2
329,42.15099970061652,12.50815224197676,0,10,50,40,40,8,100,True,True,66,3
330,42.14978145160884,12.517950747272096,2,4,12,20,20,8,100,True,True,57,5
331,42.14650115639478,12.511272644569313,2,9,1,60,60,7,100,True,True,56,8
332,42.14139224736991,12.476981747536946,0,11,21,40,40,8,100,True,True,42,7
333,42.14381997977072,12.503889912444725,2,12,7,100,100,9,100,True,True,46,3
334,42.149645297437644,12.503978403758754,1,3,24,60,60,8,100,True,True,56,5
335,42.15176883186921,12.493080877066019,0,7,49,100,100,8,100,True,True,64,10
336,42.12624932395198,12.473417229061289,0,12,58,20,20,8,100,True,True,12,4
337,42.15840915349477,12.495250731717794,1,22,56,30,30,10,100,True,True,74,6
338,42.15114148420172,12.513400546913896,1,10,51,20,20,7,100,True,True,67,10
339,42.156018820765,12.469193453090732,1,10,48,40,40,7,100,True,True,61,10
340,42.140016536984945,12.466434305485164,1,10,29,20,20,10,100,True,True,41,3
341,42.14548460712141,12.52413158627071,1,9,12,70,70,9,100,True,True,58,4
342,42.12911000797483,12.474717473275074,0,11,3,60,60,9,100,True,True,22,3
343,42.14752650546199,12.506820859596676,2,10,18,80,80,8,100,True,True,56,5
344,42.143964344766225,12.493855073358583,0,9,52,20,20,9,100,True,True,44,6
345,42.159476030735554,12.504582986430922,2,14,9,50,50,9,100,True,True,76,3
346,42.154361736280045,12.483245830737236,1,17,42,50,50,7,100,True,True,63,10
